ID,Title,Year,Age,IMDb,Netflix,Hulu,Prime Video,Disney+,Directors,Type
15077,Destination Vegas,1995,18.0,3.9,0,0,1,0,Paul Wynne,0
15078,Chamku,2008,18.0,4.1,0,0,1,0,Kabeer Kaushik,0
15079,The Terror Factor,2007,,4.6,0,0,1,0,Garry Medeiros,0
15080,"Die Sister, Die!",1978,7.0,4.7,0,0,1,0,Randall Hood,0
15081,Mama/M.A.M.A.,2003,13.0,4.8,0,0,1,0,Nonny de la Peña,0
15082,"Young, High and Dead",2013,,3.3,0,0,1,0,"Luke Brady,Katie Anna Brady,Daniel Fenton,Thabo Mhlatshwa",0
15083,HazMat,2013,,3.5,0,0,1,0,Lou Simon,0
15084,James Mullinger: Anything Is Possible,2017,,6.9,0,0,1,0,Stephen Francis Foster,0
15085,Lost Time,2014,,2.8,0,0,1,0,Christian Sesma,0
15086,The Last Ridge: The 10th Mountain Division,2007,,6.1,0,0,1,0,,0
15087,Dance Or Die,1987,,3.3,0,0,1,0,Roozbeh Kaboly,0
15088,Sing Sing Nights,1934,,4.8,0,0,1,0,Lewis D. Collins,0
15089,God Send Me A Man,2009,13.0,3.7,0,0,1,0,"Emmbre Perry,Curtis Von",0
15090,Assignment: Outer Space,1960,,3.6,0,0,1,0,Antonio Margheriti,0
15091,Targeting,2014,,4.6,0,0,1,0,Tarique Qayumi,0
15092,Immune,2016,,3.0,0,0,1,0,Steven Tayler,0
15093,Hercules and the Masked Rider,1963,,4.5,0,0,1,0,Piero Pierotti,0
15094,Stefano Formaggio,2014,,6.4,0,0,1,0,Darren Darnborough,0
15095,American Bully,2009,18.0,4.8,0,0,1,0,David Rodriguez,0
15096,El alazán y el rosillo,1966,,6.6,0,0,1,0,René Cardona,0
15097,Journey To Paradise,2010,,3.5,0,0,1,0,Steven F. Zambo,0
15098,The Carson City Kid,1940,7.0,6.2,0,0,1,0,Joseph Kane,0
15099,Shriek of the Mutilated,1974,18.0,3.6,0,0,1,0,Michael Findlay,0
15100,From the Shadows,2009,,3.1,0,0,1,0,Scott C. Robert,0
15101,The Ramparts We Watch,1940,,5.9,0,0,1,0,Louis De Rochemont,0
15102,Christmas Apparition,2016,,3.7,0,0,1,0,Colleen Griffen,0
15103,Frozen Alive,1964,,3.6,0,0,1,0,Bernard Knowles,0
15104,Natural Vice,2017,18.0,4.0,0,0,1,0,Izzy Traub,0
15105,Dire Wolf,2009,,3.5,0,0,1,0,Fred Olen Ray,0
15106,Last Stop,2009,,4.6,0,0,1,0,Travis Oates,0
15107,Holy Hustler,2008,,4.6,0,0,1,0,David R. Palmore,0
15108,America's Alien Invasion: The Lost UFO Encounters,2012,,4.6,0,0,1,0,J. Michael Long,0
15109,DocoBANKSY,2014,7.0,5.2,0,0,1,0,Dominic Wade,0
15110,Sinking Sand,2016,,5.2,0,0,1,0,Brian Yarbrough,0
15111,Belle of the Yukon,1944,,5.3,0,0,1,0,William A. Seiter,0
15112,Maniac On The Loose,2008,,4.7,0,0,1,0,Steve Hudgins,0
15113,Zombie Wars,2006,,2.9,0,0,1,0,David A. Prior,0
15114,Home in Oklahoma,1946,7.0,6.2,0,0,1,0,William Witney,0
15115,Death by Invitation,1971,18.0,3.7,0,0,1,0,Ken Friedman,0
15116,Deadly Renovations,2010,,2.9,0,0,1,0,Robert H. Gwinn,0
15117,Molly and Lawless John,1972,7.0,5.3,0,0,1,0,Gary Nelson,0
15118,Honey Glaze,2003,,5.2,0,0,1,0,Michael Legge,0
15119,Treacherous,2010,,4.5,0,0,1,0,Brian Brough,0
15120,Counter Measures,1999,18.0,4.1,0,0,1,0,Fred Olen Ray,0
15121,Sunday School,2008,13.0,4.3,0,0,1,0,Marcello Thedford,0
15122,Steve Trevino: Grandpa Joe's Son,2012,18.0,6.0,0,0,1,0,Scott L. Montoya,0
15123,Dog Jack,2011,13.0,4.7,0,0,1,0,Edward T. McDougal,0
15124,Love Won't Let Me Wait,2016,,3.9,0,0,1,0,Roger Melvin,0
15125,The Cosmonaut Cover-Up,1999,,5.8,0,0,1,0,Elliott Haimoff,0
15126,The Mutilation Man,2011,,3.2,0,0,1,0,Andrew Copp,0
15127,Shadows on the Stairs,1941,,5.7,0,0,1,0,D. Ross Lederman,0
15128,The Singing Cowgirl,1938,,4.6,0,0,1,0,Samuel Diege,0
15129,To Love The Soul Of A Woman,2017,,5.8,0,0,1,0,Jb Brown,0
15130,Carl Jackson's The Jesus Freak,2016,,5.8,0,0,1,0,Carl Jackson,0
15131,The Festival Girls,1961,,4.8,0,0,1,0,Leigh Jason,0
15132,Honor and Glory,1993,18.0,4.2,0,0,1,0,Godfrey Ho,0
15133,Misfortune,2016,,4.3,0,0,1,0,Lucky McKee,0
15134,The Irish Gringo,1935,,2.8,0,0,1,0,"William C. Thompson,Pat Carlyle",0
15135,She Wolf Rising,2016,,3.1,0,0,1,0,Marc Leland,0
15136,Pro Wrestlers vs Zombies,2014,,3.5,0,0,1,0,Cody Knotts,0
15137,Goldberg - P.I.,2011,,4.8,0,0,1,0,"Steven Moskovic,Rosario Roveto Jr.",0
15138,Bending Colours,2012,,5.6,0,0,1,0,Kai Neville,0
15139,The Rising Sun,2010,,5.9,0,0,1,0,Fabian Kimoto,0
15140,The New Juarez,2012,,5.9,0,0,1,0,Charlie Minn,0
15141,Merchant of Death,1999,18.0,4.3,0,0,1,0,Yossi Wein,0
15142,Budz House,2011,18.0,3.3,0,0,1,0,Cameron Casey,0
15143,#LoveSwag,2015,13.0,5.4,0,0,1,0,Austin Davoren,0
15144,Love the One You're With,2014,,5.4,0,0,1,0,Patricia Cuffie-Jones,0
15145,How to Go Out on a Date in Queens,2006,18.0,4.3,0,0,1,0,Michelle Danner,0
15146,Born & Raised,2012,,4.9,0,0,1,0,Joshua Dragge,0
15147,Alien Tornado,2012,,3.1,0,0,1,0,Jeff Burr,0
15148,Loser's End,1935,,5.1,0,0,1,0,Bernard B. Ray,0
15149,Bum Man: Hero of the Homeless,2007,,2.6,0,0,1,0,Floyd Jones,0
15150,The Mystical Laws,2012,,4.6,0,0,1,0,Isamu Imakake,0
15151,Age of Ice,2014,16.0,1.8,0,0,1,0,Emile Edwin Smith,0
15152,Out for Blood,1992,18.0,5.1,0,0,1,0,Richard Brandes,0
15153,Unseen Evil,2001,18.0,3.4,0,0,1,0,Jay Woelfel,0
15154,The Dancing Pumpkin and the Ogre's Plot,2007,,4.1,0,0,1,0,Eric Pearson,0
15155,Secure The Bag,2019,18.0,3.5,0,0,1,0,Nakia T Hamilton,0
15156,Octopus 2: River of Fear,2001,18.0,2.9,0,0,1,0,Yossi Wein,0
15157,Free Energy - The Race to Zero Point,2008,,6.3,0,0,1,0,Chris Toussaint,0
15158,Key,2011,18.0,3.6,0,0,1,0,Robert Hamilton,0
15159,Port of Hate,1939,,4.9,0,0,1,0,Harry S. Webb,0
15160,The Final Comedown,1972,18.0,5.8,0,0,1,0,Oscar Williams,0
15161,Code Name: Zebra,1987,,4.4,0,0,1,0,Joe Tornatore,0
15162,Hollywood Cop,1987,18.0,4.2,0,0,1,0,Penelope Spheeris,0
15163,Angels Hard as They Come,1971,18.0,4.6,0,0,1,0,Joe Viola,0
15164,Looking for Palladin,2008,18.0,5.5,0,0,1,0,Andrzej Krakowski,0
15165,Finding Noah,2015,,4.4,0,0,1,0,Brent Baum,0
15166,The Culling,2015,,3.5,0,0,1,0,Rustam Branaman,0
15167,Zombie Island Massacre,1984,18.0,2.9,0,0,1,0,John N. Carter,0
15168,Spotlight Scandals,1943,,5.6,0,0,1,0,William Beaudine,0
15169,Mega Shark vs. Mecha Shark,2014,,2.6,0,0,1,0,Emile Edwin Smith,0
15170,Assault of the Sasquatch,2010,18.0,3.6,0,0,1,0,Andrew Gernhard,0
15171,Monday at 11:01 A.M.,2016,18.0,4.8,0,0,1,0,Harvey Lowry,0
15172,The Inspectors,1998,,5.8,0,0,1,0,,0
15173,Watch Over Us,2015,,3.6,0,0,1,0,F.C. Rabbath,0
15174,Car's Life 3: The Royal Heist,2013,,3.4,0,0,1,0,Michael Schelp,0
15175,Headless Horseman,2007,18.0,3.8,0,0,1,0,Anthony C. Ferrante,0
15176,Shred: The Story of Asher Bradshaw,2013,,8.8,0,0,1,0,Kathy Herndl,0
15177,The Stalker Club,2017,16.0,5.0,0,0,1,0,Doug Campbell,0
15178,Television: The First 50 Years,2003,,6.4,0,0,1,0,Kent Hagen,0
15179,Spirit Hunters,2012,13.0,3.6,0,0,1,0,J.P. Pierce,0
15180,The Last Riders,1992,18.0,4.7,0,0,1,0,Joseph Merhi,0
15181,In the Money,1933,,5.3,0,0,1,0,William Beaudine,0
15182,Long Distance Princess,2014,,5.1,0,0,1,0,Lionel Chew,0
15183,Thunder in Carolina,1960,,2.7,0,0,1,0,Paul Helmick,0
15184,Octaman,1971,7.0,3.5,0,0,1,0,Harry Essex,0
15185,The Mummy Resurrected,2014,16.0,1.8,0,0,1,0,Patrick McManus,0
15186,Black Fist,1977,18.0,5.0,0,0,1,0,"Timothy Galfas,Richard Kaye",0
15187,The Thing Below,2004,18.0,2.4,0,0,1,0,Jim Wynorski,0
15188,Komodo vs. Cobra,2005,13.0,2.7,0,0,1,0,Jim Wynorski,0
15189,The Locksmith,2010,18.0,5.4,0,0,1,0,,0
15190,Living Temples,2008,,6.1,0,0,1,0,Jan Nickman,0
15191,If Looks Could Kill,2016,16.0,4.4,0,0,1,0,William Dear,0
15192,Identical,2011,18.0,3.4,0,0,1,0,"Daniel Bollag,Seo Mutarevic",0
15193,The Stall,2016,,3.6,0,0,1,0,Jennifer M. Kay,0
15194,Ecuador: The Royal Tour,2016,7.0,8.0,0,0,1,0,John Feist,0
15195,Lure of the Islands,1942,,4.1,0,0,1,0,Jean Yarbrough,0
15196,The System Within,2006,18.0,3.2,0,0,1,0,Dale Resteghini,0
15197,Paranormal Ghost Hauntings at the Turn of the Century,2013,,4.8,0,0,1,0,William Burke,0
15198,Ferocious,2013,,4.2,0,0,1,0,Robert Cuffley,0
15199,The Milpitas Monster,1976,7.0,3.4,0,0,1,0,Robert L. Burrill,0
15200,Shackled,2010,,3.3,0,0,1,0,Nour Wazzi,0
15201,Retrograde,2004,18.0,3.2,0,0,1,0,Christopher Kulikowski,0
15202,A Talking Pony!?!,2013,,2.4,0,0,1,0,David DeCoteau,0
15203,Storm Seekers,2010,,3.6,0,0,1,0,George Mendeluk,0
15204,Burning Man and the Meaning of Life,2012,16.0,5.1,0,0,1,0,Julie Pifher,0
15205,Deep Shock,2003,18.0,2.9,0,0,1,0,Phillip J. Roth,0
15206,Piper Penguin and His Fantastic Flying Machines,2008,7.0,3.6,0,0,1,0,Michael Schelp,0
15207,Day of the Dead 2: Contagium,2005,,2.3,0,0,1,0,"Ana Clavell,James Glenn Dudelson",0
15208,Let God Be the Judge,2010,7.0,3.9,0,0,1,0,Emmbre Perry,0
15209,The Flanagan Boy,1953,,5.9,0,0,1,0,Reginald Le Borg,0
15210,Night of the Wild,2015,16.0,3.1,0,0,1,0,Eric Red,0
15211,Preacherman,1971,18.0,4.7,0,0,1,0,Albert T. Viola,0
15212,Eternal Damn Nation,2014,,4.7,0,0,1,0,Alan Del Tufo,0
15213,The Film Peddler,2011,,5.5,0,0,1,0,Shannon Kelley,0
15214,Carried Away,2012,,6.0,0,0,1,0,Bruno Barreto,0
15215,His Private Secretary,1933,,5.7,0,0,1,0,Phil Whitman,0
15216,Deadwood Park,2007,,4.6,0,0,1,0,Eric Stanze,0
15217,Beautiful People,2014,,3.6,0,0,1,0,Christina Wayne,0
15218,Underneath,2015,,5.6,0,0,1,0,Steven Soderbergh,0
15219,And They're Off,2011,13.0,3.8,0,0,1,0,Rob Schiller,0
15220,Blackbelt II: Fatal Force,1989,,3.5,0,0,1,0,"Joe Mari Avellana,Kevin Tent",0
15221,Mayflower!,2009,,4.3,0,0,1,0,Lee Cummings,0
15222,Dead End Road,2004,18.0,2.4,0,0,1,0,Jeff Burton,0
15223,The Return of Casey Jones,1933,,5.3,0,0,1,0,John P. McCarthy,0
15224,Darkening Sky,2010,18.0,4.4,0,0,1,0,Victor Bornia,0
15225,The Ghost Club: Spirits Never Die,2013,13.0,3.9,0,0,1,0,Hank Blumenthal,0
15226,Emulation,2010,,3.4,0,0,1,0,Tom Getty,0
15227,Firehouse,1987,18.0,2.8,0,0,1,0,J. Christian Ingvordsen,0
15228,Torn Apart,1990,18.0,5.5,0,0,1,0,Jean Châteauvert,0
15229,The Wackiest Wagon Train In The West,1976,7.0,3.7,0,0,1,0,"Jack Arnold,Earl Bellamy,Bruce Bilson,Oscar Rudolph",0
15230,Streetball,2010,,7.0,0,0,1,0,Demetrius Wren,0
15231,God's Club,2016,,3.7,0,0,1,0,Jared Cohn,0
15232,Final Draft,2007,,3.7,0,0,1,0,Jonathan Dueck,0
15233,Message of Hope,2014,,5.5,0,0,1,0,Tom Paddy Lee,0
15234,Shark Lake,2015,,3.4,0,0,1,0,Jerry Dugan,0
15235,King Arthur and the Knights of the Round Table,2017,,2.1,0,0,1,0,Jared Cohn,0
15236,Glenn Wool: You Don't Go to Hell for Eating Elephants,2010,,6.6,0,0,1,0,,0
15237,Cry of the Innocent,1980,,5.0,0,0,1,0,Michael O'Herlihy,0
15238,Play Dead,1983,18.0,3.9,0,0,1,0,Peter Wittman,0
15239,Prank,2013,,3.5,0,0,1,0,Mikki Willis,0
15240,Choppertown: From the Vault,2006,,4.4,0,0,1,0,"Zack Coffman,Scott Di Lalla",0
15241,Hangfire,1991,18.0,4.0,0,0,1,0,Peter Maris,0
15242,The Bible Belt Slasher,2010,,4.5,0,0,1,0,"Bradley Creanzo,Robert J. Huntley",0
15243,Target of Opportunity,2005,18.0,3.9,0,0,1,0,Danny Lerner,0
15244,Becoming Barack,2009,,3.7,0,0,1,0,Robert Yuhas,0
15245,Elvis Found Alive,2012,,5.5,0,0,1,0,Joel Gilbert,0
15246,El moro de Cumpas,1977,,5.6,0,0,1,0,Mario Hernández,0
15247,The Red Tail,2009,,6.9,0,0,1,0,"Melissa Koch,Dawn Mikkelson",0
15248,Death Valley: The Revenge of Bloody Bill,2004,18.0,2.9,0,0,1,0,Byron Werner,0
15249,Cataclysm,1980,18.0,3.6,0,0,1,0,"Phillip Marshak,Tom McGowan,Gregg G. Tallas",0
15250,Fever Lake,1996,18.0,2.6,0,0,1,0,Ralph E. Portillo,0
15251,Bulldog Drummond Escapes,1937,7.0,6.1,0,0,1,0,James P. Hogan,0
15252,The Fix It Boys,2017,,4.9,0,0,1,0,Mike Dornbirer,0
15253,Jaws of Justice,1933,,4.0,0,0,1,0,Spencer Gordon Bennet,0
15254,The Limit,2004,18.0,4.6,0,0,1,0,Robert Rodriguez,0
15255,Captain Z & the Terror of Leviathan,2014,,3.3,0,0,1,0,Steve Rudzinski,0
15256,Virus Undead,2008,18.0,3.5,0,0,1,0,"Wolf Wolff,Ohmuthi",0
15257,Sinbad and the War of the Furies,2016,,2.6,0,0,1,0,Scott Wheeler,0
15258,Brain of Blood,1971,,2.8,0,0,1,0,Al Adamson,0
15259,Ozone,1995,,4.0,0,0,1,0,J.R. Bookwalter,0
15260,Showdown In Manila,2016,,2.4,0,0,1,0,Mark Dacascos,0
15261,The Racketeer,1929,,5.4,0,0,1,0,Howard Higgin,0
15262,Walk By Faith,2014,,4.5,0,0,1,0,"Joan Montreuil,Lamarcus Tinker",0
15263,1313: UFO Invasion,2012,,2.3,0,0,1,0,David DeCoteau,0
15264,Jezebeth,2011,,2.4,0,0,1,0,Damien Dante,0
15265,Zombiegeddon,2003,,3.2,0,0,1,0,Chris Watson,0
15266,Smart Alecks,1942,,5.9,0,0,1,0,Wallace Fox,0
15267,Hellbride,2007,,3.5,0,0,1,0,Pat Higgins,0
15268,The Invoking 2,2015,,3.1,0,0,1,0,"Jamie Root,Jamie DeWolf,Jay Holben,Corey Norman,Adam O'Brien,Patrick Rea",0
15269,Blood Widow,2014,,2.9,0,0,1,0,Jeremiah Buckhalt,0
15270,Northeast,2012,,5.7,0,0,1,0,Juan Solanas,0
15271,People from Space,1999,,4.0,0,0,1,0,Marc Berlin,0
15272,Seventy Times Seven,2012,,4.0,0,0,1,0,Josiah David Warren,0
15273,Afghan Knights,2007,18.0,2.9,0,0,1,0,Allan Harmon,0
15274,Up the Front,1972,,4.4,0,0,1,0,Bob Kellett,0
15275,Family of Cops II - Breach of Faith,1997,13.0,5.5,0,0,1,0,David Greene,0
15276,The Fairy King Of Ar,1998,7.0,4.7,0,0,1,0,Paul Matthews,0
15277,Army of the Dead,2008,18.0,2.6,0,0,1,0,Zack Snyder,0
15278,Arachnia,2003,18.0,3.4,0,0,1,0,Brett Piper,0
15279,Out of Line,2001,18.0,4.9,0,0,1,0,Johanna Demetrakas,0
15280,The Frightening,2002,18.0,3.2,0,0,1,0,David DeCoteau,0
15281,Wound,2010,,3.3,0,0,1,0,Mahesh Bhatt,0
15282,Experiment,2005,18.0,5.3,0,0,1,0,Robert Schwentke,0
15283,Subtle Seduction,2008,18.0,3.7,0,0,1,0,Christopher Nolen,0
15284,Fighting to Live,1934,,4.9,0,0,1,0,Edward F. Cline,0
15285,Hellacious Acres: The Case of John Glass,2011,,3.6,0,0,1,0,Pat Tremblay,0
15286,A Darker Reality,2008,,4.0,0,0,1,0,Chris Kazmier,0
15287,Why She Cries,2015,,4.8,0,0,1,0,Tony D. White,0
15288,Nightmare Weekend,1986,18.0,3.1,0,0,1,0,Henri Sala,0
15289,Mr. Imperium,1951,,5.0,0,0,1,0,Don Hartman,0
15290,The Purple Onion,2017,,5.4,0,0,1,0,Matt Szymanowski,0
15291,Lost in Religion: Welcher Glaube für mein Kind,2010,13.0,6.3,0,0,1,0,Marc Burth,0
15292,UFO Chronicles: Cosmic Watergate,2013,,6.3,0,0,1,0,Anthony T. Miles,0
15293,Shelter County,2015,,7.1,0,0,1,0,Micah Taylor,0
15294,Hunted by Night,2010,,2.7,0,0,1,0,Juan Bofill,0
15295,Hooked Up,2013,,3.9,0,0,1,0,Pablo Larcuen,0
15296,The Vatican Museums,2007,,5.0,0,0,1,0,Luca De Mata,0
15297,Zombex,2013,18.0,2.1,0,0,1,0,Jesse Dayton,0
15298,Game of Aces,2016,18.0,4.5,0,0,1,0,Damien Lay,0
15299,One Man's Treasure,2009,,3.7,0,0,1,0,John Lyde,0
15300,SIster,2012,,6.6,0,0,1,0,Sia,0
15301,Burn it Up Djassa,2012,,3.6,0,0,1,0,Lonesome Solo,0
15302,Night Fright,1967,,2.6,0,0,1,0,James A. Sullivan,0
15303,The Fabulous Dorseys,1947,,5.5,0,0,1,0,Alfred E. Green,0
15304,Venezuela: Revolution from the Inside Out,2008,,5.7,0,0,1,0,Clifton Ross,0
15305,Private Buckaroo,1942,,6.0,0,0,1,0,Edward F. Cline,0
15306,FB: Fighting Beat,2007,16.0,4.3,0,0,1,0,Piti Jaturaphat,0
15307,Miraculous Messages,2007,,3.5,0,0,1,0,David Priest,0
15308,Dedd Brothers,2011,,2.9,0,0,1,0,Dustin Dugas Schuetter,0
15309,Corregidor,1943,,5.0,0,0,1,0,William Nigh,0
15310,"Surprise, Surprise!!!",2014,,5.9,0,0,1,0,"Crosby Tatum,Jonathan Rizzo,Karl Neuwinger,Opal Thompson",0
15311,Underground President,2007,,5.1,0,0,1,0,Tim Warren,0
15312,Beverly Hills Christmas,2015,7.0,3.0,0,0,1,0,Brian Skiba,0
15313,The Invoking,2013,,2.7,0,0,1,0,Jeremy Berg,0
15314,The Brussels Business,2012,7.0,6.8,0,0,1,0,"Matthieu Lietaert,Friedrich Moser",0
15315,Ghost Attack on Sutton Street: Poltergeists and Paranormal Entities,2012,,5.1,0,0,1,0,Philip Gardiner,0
15316,Zombie Cop,1991,,2.8,0,0,1,0,Mark Goldblatt,0
15317,Demon of Paradise,1987,18.0,4.0,0,0,1,0,Cirio H. Santiago,0
15318,Natalie's Rose,1998,,3.7,0,0,1,0,Paul McKellips,0
15319,Attack of the Gryphon,2007,13.0,3.3,0,0,1,0,Andrew Prowse,0
15320,Vannin',2013,,6.3,0,0,1,0,"Andrew J. Morgan,Nicholas Nummerdor",0
15321,The Curse of the Black Dahlia,2007,,3.8,0,0,1,0,Dan Goldman,0
15322,Devaraya,2012,,3.8,0,0,1,0,Nani Krishna,0
15323,Strike Force,1975,,3.8,0,0,1,0,,0
15324,American Justice,2015,,2.8,0,0,1,0,,0
15325,Point of Fear,2006,,3.2,0,0,1,0,Brooks Benjamin,0
15326,The Poltergeist of Borley Forest,2013,,2.5,0,0,1,0,Stephen McKendree,0
15327,Crazy Six,1997,18.0,2.8,0,0,1,0,Albert Pyun,0
15328,Doolittle's Raiders: A Final Toast,2014,,8.2,0,0,1,0,Tim Gray,0
15329,At All Cost,2015,,4.2,0,0,1,0,Vickie Doerr,0
15330,Death of Evil,2009,,3.2,0,0,1,0,Damian Chapa,0
15331,Merlin's Shop of Mystical Wonders,1996,,2.3,0,0,1,0,Kenneth J. Berton,0
15332,Tunnel Vision,2013,18.0,4.2,0,0,1,0,"Neal Israel,Bradley R. Swirnoff",0
15333,Labyrinth Within,2010,,7.3,0,0,1,0,Pontus Lidberg,0
15334,Richard Parks: Conquering the World,2011,,7.3,0,0,1,0,,0
15335,Your American Teen,2012,,7.3,0,0,1,0,Charles Taylor Gould,0
15336,Dennis the Menace: Cruise Control,2002,7.0,5.1,0,0,1,0,Patrick A. Ventura,0
15337,Apocalypse Kiss,2014,,2.5,0,0,1,0,Christian Grillo,0
15338,The Love Story of Leonard Knight,2013,,6.7,0,0,1,0,Patrick Rea,0
15339,Dragon Hunter,2008,13.0,3.5,0,0,1,0,Stephen Shimek,0
15340,Guided by the Word,2017,,3.4,0,0,1,0,Tom Whitus,0
15341,Stunts,1977,7.0,5.5,0,0,1,0,Mark L. Lester,0
15342,River People,2008,,4.9,0,0,1,0,Jianjun He,0
15343,Tough Kid,1938,,6.2,0,0,1,0,Howard Bretherton,0
15344,G-Men from Hell,2000,13.0,4.5,0,0,1,0,Christopher Coppola,0
15345,Demon Hunter,2016,,3.7,0,0,1,0,Scott Ziehl,0
15346,La muerte de Pancho Villa,1974,,5.0,0,0,1,0,Mario Hernández,0
15347,Lethal Target,1999,,3.5,0,0,1,0,Lloyd A. Simandl,0
15348,Covert Action,1988,,3.8,0,0,1,0,Romolo Guerrieri,0
15349,Zombie Dawn,2012,18.0,3.1,0,0,1,0,"Lucio A. Rojas,Cristian Toledo",0
15350,Treasure Raiders,2007,13.0,2.7,0,0,1,0,Brent Huff,0
15351,Serndhu Polama,2015,,4.5,0,0,1,0,Anil,0
15352,The One Warrior,2011,,2.4,0,0,1,0,Tom Stout,0
15353,Axed,2012,18.0,3.7,0,0,1,0,Ryan Lee Driscoll,0
15354,Bwana Devil,1952,,4.9,0,0,1,0,"Arch Oboler,Robert Clampett",0
15355,The Killing Mind,1991,13.0,5.8,0,0,1,0,Michael Ray Rhodes,0
15356,Other Voices,2000,18.0,5.7,0,0,1,0,Dan McCormack,0
15357,Screwball: The Ted Whitfield Story,2010,18.0,4.7,0,0,1,0,Tommy Reid,0
15358,Immortal Kiss: Queen of the Night,2012,,3.9,0,0,1,0,David DeCoteau,0
15359,Evan Straw,2010,,3.3,0,0,1,0,Michael Legge,0
15360,Invasion of the Blood Farmers,1972,7.0,3.5,0,0,1,0,Ed Adlum,0
15361,Beyond Justice,1992,13.0,4.5,0,0,1,0,Richard W. Munchkin,0
15362,Scream at the Devil,2015,18.0,2.5,0,0,1,0,Joseph P. Stachura,0
15363,Creature of Destruction,1967,,3.5,0,0,1,0,Larry Buchanan,0
15364,Living Dead Lock Up,2005,,3.3,0,0,1,0,"Mario Xavier,Mike Hicks",0
15365,The Astounding She-Monster,1957,,3.6,0,0,1,0,Ronald V. Ashcroft,0
15366,A Reckoning,2018,,3.2,0,0,1,0,Justin Lee,0
15367,Iranium,2011,,4.0,0,0,1,0,Alex Traiman,0
15368,Nayagi,2016,,2.9,0,0,1,0,"Govi,Goverdhan Reddy",0
15369,Dragonquest,2009,13.0,3.0,0,0,1,0,Mark Atkins,0
15370,Mr. Art Critic,2008,13.0,5.0,0,0,1,0,Richard Brauer,0
15371,Knightmare,2014,,3.3,0,0,1,0,,0
15372,Dartmoor Killing,2015,18.0,4.4,0,0,1,0,Peter Nicholson,0
15373,Dead Gamers,2017,,3.2,0,0,1,0,Paolo Bertola,0
15374,Shred,2008,18.0,3.9,0,0,1,0,David Mitchell,0
15375,The Lost Treasure of Sawtooth Island,1999,7.0,4.3,0,0,1,0,Richard Brauer,0
15376,666: The Beast,2007,,2.7,0,0,1,0,Nick Everhart,0
15377,Justin Bieber: Always Believing,2013,,1.0,0,0,1,0,Thomas Gibson,0
15378,Wild Weed,1949,,3.9,0,0,1,0,Sam Newfield,0
15379,Project: Kill,1976,,3.9,0,0,1,0,William Girdler,0
15380,American Jihadist,2010,,5.8,0,0,1,0,"Dianna Collett,Paul Collett",0
15381,Diamond Ruff,2015,18.0,4.1,0,0,1,0,Alec Asten,0
15382,The White Gorilla,1945,,2.7,0,0,1,0,Harry L. Fraser,0
15383,Vatos Locos 2,2016,,4.1,0,0,1,0,Damian Chapa,0
15384,Western World,2017,18.0,2.7,0,0,1,0,Lana Read,0
15385,Riddle Ranch,1935,,4.5,0,0,1,0,Charles Hutchison,0
15386,The Capture of Bigfoot,1979,7.0,3.3,0,0,1,0,Bill Rebane,0
15387,Buddy Hutchins,2015,,3.5,0,0,1,0,Jared Cohn,0
15388,Balancing the Books,2009,18.0,3.7,0,0,1,0,Meir Sharony,0
15389,The Adventures of Charlotte and Henry,2008,7.0,4.6,0,0,1,0,Steve Trenbirth,0
15390,Angel of Death,2002,18.0,4.4,0,0,1,0,Paul Etheredge,0
15391,Swamp Zombies!!!,2005,,2.6,0,0,1,0,Len Kabasinski,0
15392,Anatomy of a Psycho,1961,13.0,4.0,0,0,1,0,Boris Petroff,0
15393,Lost & Turnt Out,2015,,4.1,0,0,1,0,Rashyn Washington,0
15394,Doctor Blood's Coffin,1961,,4.9,0,0,1,0,Sidney J. Furie,0
15395,Grandpa's Psycho,2015,18.0,3.4,0,0,1,0,Danny LeGare,0
15396,Travis Pastrana's Baja Diaries,2006,,6.7,0,0,1,0,Jeffrey Pakosta,0
15397,Minginui,2004,,6.7,0,0,1,0,"Summer Agnew,Adam Luxton",0
15398,Found Alive,1933,,5.0,0,0,1,0,Charles Hutchison,0
15399,Crash of Moons,1954,,3.1,0,0,1,0,Hollingsworth Morse,0
15400,Power of Attorney,1995,18.0,4.7,0,0,1,0,Howard Himelstein,0
15401,Blubberella,2011,18.0,2.3,0,0,1,0,Uwe Boll,0
15402,The Current: Explore the Healing Powers of the Ocean,2014,,6.6,0,0,1,0,"Kurt Miller,Hans Rosenwinkel",0
15403,The Naked Monster,2005,,5.5,0,0,1,0,"Wayne Berwick,Ted Newsom",0
15404,Juncture,2007,18.0,5.1,0,0,1,0,Sarah Remetch,0
15405,Armed for Action,1992,,4.1,0,0,1,0,Bret McCormick,0
15406,Edison & Leo,2008,,5.4,0,0,1,0,Neil Burns,0
15407,On Probation,1935,,4.4,0,0,1,0,Damián Szifron,0
15408,Lipstick Camera,1994,18.0,4.3,0,0,1,0,Mike Bonifer,0
15409,Blast Vegas,2013,,3.0,0,0,1,0,Jack Perez,0
15410,Pink Heat,2015,,6.1,0,0,1,0,Sean LaFollette,0
15411,The Life Zone,2011,13.0,1.9,0,0,1,0,Rod Weber,0
15412,Final Impact,1992,18.0,4.7,0,0,1,0,"Joseph Merhi,Stephen Smoke",0
15413,Hard Time: Hostage Hotel,1999,,5.5,0,0,1,0,Hal Needham,0
15414,Buskers; For Love or Money,2008,13.0,7.0,0,0,1,0,Chad S. Taylor,0
